Video;Channel;Published Date;Comment;Author;Likes;Reply Count;Stance;Camp Definition;Arousal Score;Emotion;Core Argument;Unresolved Question;Link;Comment Analysis Coverage;Camp Shares
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;Segana dinero real osea gano dolares?;@susurrosdelmásalla3;1;1;CAMP_B;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.3;Neutral;Do you earn real money or dollars from this game?;Do you earn real money or dollars from this game?;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;En valhalla EU reclutamos siempre aprende el juego sin presión, Ho en  caminos, 0% impuestos;@djpl4net;1;1;CAMP_D;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.3;Excitement;Valhalla EU is recruiting! Learn the game without pressure, HO in roads, 0% tax.;;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;"Que onda nen como estas?? Yo opino que; el camino que uno tiene que recorrer para entender, conocer y aprender a jugar albion es obligatorio para un novato. Ahorrarles el camino con videos o guias disminuiria  una gran parte de esa pasion por el juego.";@goichiHundred;1;1;CAMP_A;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.4;Neutral;"The journey of discovery is mandatory for a newbie; shortcutting it with guides ruins part of the passion.";;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;Albion no es un mmorpg es un mmopvpg de extracción. Tiene un Lore pero este no evoluciona ni se desarrolla con el crecimiento del PJ. Y lo que nadie dice que se necesita mínimo de 700 de spec en el equipo que usas para estar a la par de los demás.;@efritonline;0;2;CAMP_C;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.5;Frustration;Albion is not an MMORPG, it's an extraction MMOPVP where you need 700 spec just to compete.;;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;Jackie puedes hacer continuacion del video yendo por pve, pvp, farmeo y crafteo?;@twilightak4780;1;0;CAMP_A;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.3;Excitement;Jackie, can you make a follow-up video covering PvE, PvP, farming, and crafting?;Can you make a continuation video covering PvE, PvP, farming, and crafting?;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;Supongo que no es para todo el mundo, al minuto 3:26 ya me aburrio el juego.;@DobleMC;1;0;CAMP_C;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.4;Disappointment;Guess the game isn't for everyone, I got bored by minute 3:26.;;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;tu cara me parecía conocida, pero mi mente enferma no recordaba.. y después recordé que hacías reacciones con tu novia.. creo que de rap o freestyle... saludos;@MauroOjeda-m1k;1;0;CAMP_A;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.3;Excitement;I recognized you from your reaction videos with your girlfriend!;;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;Yo igual jajaja incluso me cree un gremio para mí solo para evitar invitaciones 😂;@rodrigofuentesriquelme8073;1;0;CAMP_A;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.3;Excitement;Me too, I even created a solo guild just to avoid guild invites.;;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;Que claro conciso y perfecto , solo ví este video porque me apareció y recordé este juego de haberlo visto en una publicidad hace mucho , tu sinceridad cruda es lo que muchos You tubers de juegos no tienen , no le daba esperanza a jugarlo pero me has animado , mas que notable tu vídeo 👍;@matusmontesco;1;0;CAMP_A;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.4;Excitement;Your raw sincerity and clear explanation gave me hope and encouraged me to try the game.;;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;Cuanta razon cuando dices: no hay que salir con lo mejor, sino con lo que puedes pagar. Me divearon mi solitaria con un Full 8.3 master pierce y mis swaps. Casi desinstalo de la frustracion;@The_Urru;1;0;CAMP_B;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.6;Frustration;"So true about not taking your best gear out; getting dived in full 8.3 almost made me uninstall.";;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;Amigos sin mentirles este día empece a jugar albion online y me atrapó tanto y jugué 17 horas en un día 🥶;@estebancorado9186;1;0;CAMP_B;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.5;Excitement;I started playing Albion today and played 17 hours straight because it hooked me so much.;;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;solo dire Que buen video jacky ya para casi los 3 años jugando pero es bueno ver los videos de que hacer despues del tuto XD <3;@javieralejandro6299;1;0;CAMP_A;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.3;Excitement;Great video Jacky, almost 3 years playing and it's still fun to watch post-tutorial guides.;;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;"""otro desnudo bailando por plata"" jajajaja muy buena, un clásico";@RafaMelgarejo-d3d;1;0;CAMP_A;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.4;Excitement;Another naked person dancing for silver, what a classic!;;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;Bueno hace unos meses perdi todo en zona negra luego de un tiempo descubrí los puntos de faccion y los use y volví a ganar casi todo el equipo que perdí pero ahora estoy casi como antes equipo tier 7 la máxima calidad Sobresaliente y acabo de cambiar mi escudo circular por uno rectangular tier 7 y sobresaliente qué opinan de mi decisión;@CristianRD016;1;0;CAMP_B;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.4;Excitement;After losing everything in the black zone, I used faction points to recover and upgraded my shield, what do you guys think?;What do you guys think of my gear choice?;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;Definitivamente el mejor creador de contenido de todo Albion online es jesucristo69x, ah y este es jackfyah haciendo un vídeo   Excelente video Bro;@ZRGAMM;1;0;CAMP_A;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.3;Sarcasm;The best Albion content creator is jesucristo69x, oh and jackfyah made a great video too.;;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;Una pregunta, en la tabla del destino aún no me aparece la rama de saqueador que da ventaja contra los mobs que puedo hacer?;@JorgeGMartinez;1;0;CAMP_B;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.3;Neutral;I have a question: why is the reaver branch not showing up on my destiny board?;Why is the reaver branch not appearing on my destiny board?;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;13:30 Naaaah, es solo que ¿Necesitas 6 personas para matar un t3? sí la primera experiencia que se lleva un nuevo es que siempre lo estarán esperando gente con equipo tipo 7.3 o 6.2 lo que a pasar es que nunca quieran volver;@NaokixD_IDK;1;0;CAMP_C;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.6;Frustration;New players face 7.3 and 6.2 geared veterans waiting for them, making them never want to return.;;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;Justo empeze a jugar la semana pasada y estaba re pedidisimo todos van con armaduras ultra chetas y no sabia que hacer o a donde ir;@kitsumako4247;1;0;CAMP_B;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.4;Excitement;I started playing last week and was totally lost seeing everyone in ultra-cheated gear.;;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;Me siento taaaan identificado con lo primero del vídeo jajaj;@enriquecordova9134;1;0;CAMP_B;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.3;Excitement;I felt so identified with the beginning of the video.;;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;Yo tengo como 260hs en la version de Steam pero nunca fui tan bueno en el juego.;@juliogomezyt93;1;0;CAMP_B;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.2;Neutral;I have around 260 hours on the Steam version but I was never that good at the game.;;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;Holi, yo llevo 1 semana jugando, si me hacéis hueco y soys tan amables me apunto.. gracias;@kantabro5045;1;0;CAMP_D;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.3;Excitement;I've been playing for a week, if you have space I'd love to join your guild.;;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;amo tus videos, de verdad;@blackdog7688;1;0;CAMP_A;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.3;Excitement;I really love your videos.;;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;Gracias a tus consejos ahora tengo silver negativo, eres el mejor ❤;@Ferchotxz21;1;0;CAMP_A;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.3;Sarcasm;Thanks to your advice I now have negative silver, you're the best!;;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;este tuto nuevo te quedo bueno mano creo que lo único que le falto fue mencionar la armería para los pochitos;@lxixvanilla;1;0;CAMP_A;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.3;Excitement;Great tutorial, though you missed mentioning the armory for new players.;;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;hagan pura facción y compren cofres de facción da mucha fama y plata suficiente para seguir jugando;@FubukiKnowledge;1;0;CAMP_D;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.3;Excitement;Just do faction warfare and buy faction chests for plenty of fame and silver.;;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;Suben un video de como arrancar, yo con con 200m de fama. Interesante;@valentinmena4523;1;0;CAMP_A;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.3;Excitement;Funny to see a video on how to start when I already have 200m fame.;;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;Buen video bro. Saludos desde Isla margarita.  Voy a comenzar a farmear en zona roja y quisiera saber que  comida debo comprar que me ayude a sobrevivir😅;@Rakiti86-pn9hs;1;0;CAMP_B;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.3;Excitement;Starting to farm in the red zone and wondering what food helps me survive.;What food should I buy to help me survive in the red zone?;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;Hola amigo y que consejo me das para hacer mi primer billón;@jhoncortes7328;1;0;CAMP_A;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.3;Excitement;Hey friend, what advice do you give me to make my first billion?;What advice do you give me to make my first billion?;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;​@efritonlinelit toda la razón pero bueno también los nuevos van descubriendo que tales armas son las support o apoyo que dps y me pago eso a mí como dije quise matar un aspecto y me detonó con martillo 😂;@franZequi69;1;0;CAMP_B;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.3;Excitement;You're totally right, players learn weapon roles as they go after getting destroyed by bosses.;;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;TU, NO ME EXPONGAS MIS BAILES ECONOMICOS, queria farmear plata sin jugar, Y funciona;@c3ldri0n;0;1;CAMP_A;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.4;Sarcasm;Don't expose my economic dances, I wanted to farm silver without playing and it works!;;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;Me encanta el juego , pero jugar solo es suicida jaja , siempre me agarran de a 5 o mas😂;@JonasRodriguez0;0;1;CAMP_C;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.5;Frustration;I love the game, but playing solo is suicide because groups always gank you.;;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;¡Muchas gracias! La verdad, ya me había rendido con ese juego porque no entendía absolutamente nada. Había buscado tutoriales antes, pero todos se me hacían muy confusos o demasiado complicados para alguien nuevo.  Ahora que encontré este video, por fin sentí que alguien realmente explicó las cosas de forma sencilla. Me dieron ganas de darle otra oportunidad al juego y disfrutarlo de verdad.;@AlexGamer-ix9ez;0;1;CAMP_B;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.5;Excitement;This video made me give Albion another chance because it finally explained things simply.;;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
¿POR DÓNDE EMPEZAR en ALBION ONLINE en 2026? 🔥;JackFyah;2026-04-29;El sistema de farmeo de Albion Online es el peor que existe, asi que no vayas diciendo que es un buen juego xDD, estar en un bucle absurdo donde tienes que volver a lo que serian zonas de nivel bajo en otros MMO da una pereza terrible.;@madmonkey360shadowgun6;0;1;CAMP_C;"CAMP_A: Veterans and dedicated fans praising the content creator and sharing their long-term progress.; CAMP_B: New players and returning vets expressing confusion, appreciation for beginner guides, or technical struggles.; CAMP_C: Critics highlighting poor game mechanics, toxic community, grinding fatigue, or support issues.; CAMP_D: Guild recruiters and helpers offering direct assistance and zero-tax communities to newcomers.";0.7;Anger;Albion's farming system is the worst, forcing you into an absurd loop of low-level zones.;;https://www.youtube.com/watch?v=IlDdifuSbBI;99.6% (226/227);"CAMP_A: 42.9%; CAMP_B: 35.4%; CAMP_C: 15.0%; CAMP_D: 6.6%"
