Comment Key;Comment ID;Video Key;Comment;Author;Comment Date;Likes;Reply Count;Is Reply;Engagement Score;Stance;Arousal Score;Emotion;Core Argument
634;UgzQXbX8C5pa35Ozr6t4AaABAg.AaAQX1p4dENAaAQxJHW767;4;How tho you cant PvP in the Dungeons and the Maps are tradable;@juliluigi7884;2026-08-31;1;0;1;1;CAMP_C;0.3;Neutral;Questioning how dungeons can be dominated if PvP is restricted and map access is tradable.
635;UgzZ6bIoDvME3nD0f1l4AaABAg;4;Yup!;@stephen2064;2026-08-31;1;0;0;1;CAMP_A;0.2;Excitement;Affirmative agreement.
636;UgwCuP7s8cgSldKVLuF4AaABAg;4;HERE BE DRAGONS‼;@DREADLORD_HQ;2026-09-08;0;0;0;0;CAMP_A;0.6;Excitement;Hype proclamation about dragons entering the game.
637;Ugw1_GrkajzFQUGWQtJ4AaABAg;4;I was watching youtube when this ad suddenly popped up, and for a second i thought of playing this game, then i remembered my first time playing it, it ws fun little time killer for whenever i felf like grinding for a while And then i found out about red and black zones Holly fuck, i have never Uninstalled a game so fast in my life, i even deleted my account just because of a extremely stjpid mechanic, cuz why tf should i play a game in which i can lose my gear and inventory just to grind that up all over again? No thanks, i rather play FF14;@Korvus75;2026-09-08;0;0;0;0;CAMP_B;0.8;Anger;Full-loot red and black zones are a stupid mechanic that drives players away to games like Final Fantasy XIV.
638;Ugz1KYjoi_dX8kgspal4AaABAg;4;"the sbi content cycle  releases new content -> realises its too good -> nerfs it -> rinse and repeat   atp sbi just taking a piss";@joeljamescubarrubia1294;2026-09-08;0;0;0;0;CAMP_D;0.5;Frustration;Mocking SBI's repetitive content cycle of releasing content, realizing it's good, and nerfing it.
639;UgyzHsSAodgBiUu6Ky94AaABAg;4;GET YOUR CREDIT CARDS READY WARRIORS AHHAHHAHAHAHAH;@RunAwaylilGirl;2026-09-07;0;0;0;0;CAMP_D;0.7;Sarcasm;Sarcastic joke about needing credit cards ready for pay-to-win mechanics.
640;Ugz8WTR-zHkyT0XNBdp4AaABAg;4;The worst support in the whole world! They close your account for no reason!;@alcardmen;2026-09-05;0;0;0;0;CAMP_B;0.6;Anger;Accusing customer support of closing accounts without reason.
641;UgynW3zUBZPnu9rb4WN4AaABAg;4;dragon mount no, just another horrible chinese mmo cliche;@thalescarvalho5537;2026-09-04;0;0;0;0;CAMP_D;0.5;Disappointment;Dismissing dragon mounts as unoriginal Chinese MMO cliches.
642;UgydOwyusoDK21eobqp4AaABAg;4;I hope they nerfed again the solo dungeons, they were too op (almost 4k drops, compared to 2020 50-100k), also nerf the pve content... all of it should be nerfed... at the end of the day it's not a sandbox, is a battle royale pvp, where you either do pvp or die doing other activities while the others apply the pvp content on you.🤙;@isaaccontee;2026-09-04;0;0;0;0;CAMP_D;0.6;Frustration;Complaining about severe nerfs to solo dungeons turning the game into a strict PvP battle royale.
643;UgwiVqmD6VS-58aQoaN4AaABAg;4;Please think about the solo player. When I go to the new portal, the team stands next to the portal and doesn't let anyone in. All the solo players die.;@Miracle-u5t;2026-09-03;0;0;0;0;CAMP_B;0.6;Frustration;Groups camping new portals block solo players from entering, causing them to die constantly.
644;Ugxnhz0ctbKvlr1ZKAZ4AaABAg;4;Só para você saberem, estou torcendo pelos dragões <3;@alessabueno721;2026-09-02;0;0;0;0;CAMP_A;0.3;Excitement;Cheering for the dragons.
645;UgwAV95nJcxIRmRZTCx4AaABAg;4;been saying in game for years we need dragons. where are my euros?😂;@lyrianmaximus4561;2026-09-02;0;0;0;0;CAMP_A;0.4;Excitement;Jokingly asking where reward money is for having requested dragons for years.
646;Ugxkxb3LE5ciEi27oLN4AaABAg;4;Better then WB? Didn't play a Long time and wondering if they came up with better farm;@Balhazarr;2026-09-02;0;0;0;0;CAMP_E;0.3;Neutral;Asking whether farming has improved compared to older methods.
647;UgyZN3YbPrRgk4hzokF4AaABAg;4;"People actually play this game? Wtf I thought since the ads were so garbage it was one of those ""only work in ads"" type of games. Is it any good?";@ShinmenTakezo1234;2026-09-02;0;0;0;0;CAMP_E;0.4;Neutral;Surprised that people actually play the game despite its terrible advertisements.
648;UgyoOLOqUuEG4EZ-uyl4AaABAg;4;perticular thing for perticular people only, you only want your whales;@krishnaram7553;2026-09-02;0;0;0;0;CAMP_B;0.5;Frustration;Accusing developers of designing content exclusively for wealthy whale players.
649;Ugzqcm1nROEP-JsPRw94AaABAg;4;Nerf iron-clad + knight armor in statics its not healthy for the game, wonder why statics are dead when theres always 8 man iron clad + nature group that u cant do anything against 😄;@masterparkourgopro1249;2026-09-01;0;0;0;0;CAMP_D;0.6;Frustration;Iron-clad and knight armor combinations in static dungeons ruin group PvP balance.
650;UgyrpXtBufsGBgXJYvB4AaABAg;4;Nerf iron-clad + knight armor in statics its not healthy for the game, wonder why statics are dead when theres always 8 man iron clad + nature group that u cant do anything against 😄;@ulumul3005;2026-09-01;0;0;0;0;CAMP_D;0.6;Frustration;Iron-clad and knight armor combinations in static dungeons ruin group PvP balance.
651;UgzulNRhoecUUukh56l4AaABAg;4;Nerf iron-clad + knight armor in statics its not healthy for the game, wonder why statics are dead when theres always 8 man iron clad + nature group that u cant do anything against 😄;@216togang_5;2026-09-01;0;0;0;0;CAMP_D;0.6;Frustration;Iron-clad and knight armor combinations in static dungeons ruin group PvP balance.
652;UgyDKOjxVXNGJekx5Jl4AaABAg;4;Nerf iron-clad + knight armor in statics its not healthy for the game, wonder why statics are dead when theres always 8 man iron clad + nature group that u cant do anything against 😄;@sadasdasd8197;2026-09-01;0;0;0;0;CAMP_D;0.6;Frustration;Iron-clad and knight armor combinations in static dungeons ruin group PvP balance.
653;UgzaWCFh7fS0zl8ZjHR4AaABAg;4;Nerf iron-clad + knight armor in statics its not healthy for the game, wonder why statics are dead when theres always 8 man iron clad + nature group that u cant do anything against 😄;@Polizales;2026-09-01;0;0;0;0;CAMP_D;0.6;Frustration;Iron-clad and knight armor combinations in static dungeons ruin group PvP balance.
654;Ugyn7G28crlEAJfKfM54AaABAg;4;a$$hole game.;@Noname123-e6m;2026-09-01;0;0;0;0;CAMP_B;0.7;Anger;Derogatory label for the game.
655;UgyHSWQBUky1JpkhVNx4AaABAg;4;i played new event with 19 player in large group we cleared all mobs on our island and we get 150k of fame  but we steel need 8 k of fame to get ball to go another island we waiting like 15minute maybe mobs will respawn but no mobs respawned so we just get out pls fix it;@osama1alo1;2026-09-01;0;0;0;0;CAMP_D;0.6;Frustration;Event mob respawn bugs prevent progression on island clearing.
656;Ugzz1r0JdoapJO_JPQ14AaABAg;4;The Ancient Lands portal system is extremely frustrating. We wait for almost an hour just for the portal to appear. Then, when it finally opens, dozens of players are already waiting and camping the entrance. The moment we enter, we get killed almost instantly. So what are we supposed to do? Wait for an hour, gather our group, enter the portal, and die within seconds without even getting a chance to play the content? This system feels like a waste of players' time. Small groups have almost no chance when a massive group is camping the portal. We don't even get to experience the Ancient Lands because we're killed before we can explore or do anything. Please seriously reconsider how the portals work. Add more portals, spread the entrances across different locations, increase the number of players that can enter, or provide some form of temporary protection when entering. Ancient Lands could be great content, but right now the portal system is making it almost impossible for smaller groups to enjoy it. Please don't make players wait an hour just to give them 10 seconds of gameplay.;@TheDustFromHell;2026-09-01;0;0;0;0;CAMP_B;0.9;Anger;Ancient Lands portal system is extremely frustrating, forcing long waits only to get immediately camped and killed by large groups.
657;UgzBJq7Q3-CCQtTfe-x4AaABAg;4;so boom! WE GOT DRAGONS NOW WE NEED FAN SERVICE! IM TALKIN EARTHMOTHERS AXE-MAIDENS! MORGANA CULTISTS!!;@Thewing2001;2026-09-01;0;0;0;0;CAMP_A;0.6;Excitement;Excitement over dragons leading to requests for more fan-service factions like Morgana cultists.
658;UgwaXtKchNVbxwvHZsJ4AaABAg;4;really liked this battel royal ancient lands update!;@jimmyjohansson6266;2026-09-01;0;0;0;0;CAMP_D;0.4;Sarcasm;Sardonically referring to the update as a battle royale.
659;Ugy2KswznHWSSkBwnhl4AaABAg;4;Portals are hard to find and + they have a timer to join. Big guilds mass them 24/7 and u can't even play the content. What were you even thinking by putting them in open world and making it impossible to reach for solo/duo/trio players? U ARE A JOKE SBI.;@Raven_nevermore16;2026-09-01;0;0;0;0;CAMP_B;0.8;Anger;Portals with timers make content inaccessible for solo, duo, and trio players due to big guild camping.
660;UgxYz-ZOorUCbg5bbRd4AaABAg;4;ด้วยความเคารพ ขอให้มีภาษาไทยได้ไหม ได้โปรด เป็นเกมเก็บเลเวลที่สนุกมากๆๆๆ เป็นเกมที่เหมือนไปใช้ชีวิตจริงๆเลย สนุกและมันมาก;@phetphet97;2026-09-01;0;0;0;0;CAMP_A;0.4;Excitement;Expressing great enjoyment of the game and requesting Thai language support.
661;Ugzv0e29CQYeNkn4PkJ4AaABAg;4;Ps5 version when?;@ssjzombie9676;2026-09-01;0;0;0;0;CAMP_E;0.2;Neutral;Inquiring about a console release.
662;UgyOtku2VsiW3YcMXDJ4AaABAg;4;WHAT THE FU** THE LAG IS SO INTENSE FUCK THE DRAGON THAT SPAMS SKILLS IN MY COMPUTER THAT NEARLY BEARNT THE HOUSE;@strom_screwed;2026-09-01;0;0;0;0;CAMP_D;0.8;Anger;Intense lag and dragon skill spam nearly overheats computer hardware.
663;UgzLqJ1myB7D0HoU-3J4AaABAg.AaC6fDkkf4qAaD1Lsbn3Dw;4;"You can buy maps on the market to access the Dragon Sanctuary, which is pure PvE content. ;)";@albiononlineofficial;2026-09-01;0;0;1;0;CAMP_C;0.3;Neutral;Pointing out that maps can be bought on the market to access pure PvE content in the Dragon Sanctuary.
664;UgzLqJ1myB7D0HoU-3J4AaABAg.AaC6fDkkf4qAaDFz1WG9v8;4;​​@albiononlineofficialare you able to do it solo?;@Princecrusher;2026-09-01;0;0;1;0;CAMP_B;0.3;Neutral;Asking if the sanctuary content can be completed entirely solo.
665;Ugy1iZ5K02g-KpcHtBt4AaABAg;4;"""I am Azaryon, the Destroyer, the End of all things!! I AM THE CATA.... wait.. wrong expansion.""";@wilsonwood4492;2026-09-01;0;0;0;0;CAMP_A;0.4;Excitement;Humorous quote parodying expansion tropes.
666;UgzNjB0mPwUxnvwTOgV4AaABAg;4;Meh the ip cap made me not wanna play;@mugene;2026-08-31;0;0;0;0;CAMP_D;0.4;Disappointment;IP caps ruined the desire to play.
667;UgzRuFlkefCG8g3p8fl4AaABAg;4;Love the new lore. Poor access to the new content, not so much;@redbean8819;2026-08-31;0;0;0;0;CAMP_D;0.4;Disappointment;Lore is great, but player access to new content is poorly designed.
668;Ugw0Y4bTKnDLPCzRRdF4AaABAg;4;How are we supposed to enter the ancestral lands when, even in the 1-to-5-player zones, there are over a hundred people camping the entrance? Is a 20-person party versus a 5-person party a fair fight?;@Alesssandra12;2026-08-31;0;0;0;0;CAMP_B;0.7;Frustration;Small party zones are overrun by massive player counts making fair fights impossible.
669;UgwGqzv79XOoaBlyA-14AaABAg;4;Restore the original appearance of the Tablet of Destiny. Or give us the option to choose which one we want. The new one is terrible, in my opinion. Everything is harder to see.;@TabalugaBenc;2026-08-31;0;0;0;0;CAMP_D;0.5;Disappointment;Requesting the restoration of the original Tablet of Destiny appearance because the new one lacks clarity.
670;UgxOrwHQP2A_FhXcjj54AaABAg;4;Que jogo, eu amo esse jogo;@David55293;2026-08-31;0;0;0;0;CAMP_A;0.4;Excitement;Expressing deep affection for the game.
671;Ugyyjej32B1qEPWoZsF4AaABAg.AaBHHXE8BR0AaD2fq9uJdA;4;Yeah, to allow as many players as possible to experience the content on launch day, spawn rates could have been higher, even though the content is not designed to be available at all times. However, we deployed a hotfix today that significantly increased spawn rates in the Ancient Lands and improved their visibility on the world map.;@albiononlineofficial;2026-09-01;0;0;1;0;CAMP_C;0.3;Neutral;Reiterating developer intent while noting hotfixes deployed for spawn rates.
672;Ugyz0K2_-s3b8wOdAOl4AaABAg.AaBDCw4KFlpAaBDPd5SXzn;4;"I can imagine their response too ""we have to limit the content otherwise rewards would be too high and inflate the market."" Like yes we know Albion your entire market is based off of player suffering and dying to create scarcity you don't have to tell us a million times WE KNOW.";@dimaknopf;2026-08-31;0;0;1;0;CAMP_B;0.6;Sarcasm;Sardonically mocking the developer's market scarcity philosophy built on player suffering.
673;Ugyz0K2_-s3b8wOdAOl4AaABAg.AaBDCw4KFlpAaBDWLMa-pD;4;"""then why don't you go play a different game if you hate it so much "" that's exactly what I did and that's exactly what every player ends up doing that isn't a complete masochist careful what you wish for.";@dimaknopf;2026-08-31;0;0;1;0;CAMP_B;0.7;Anger;Players end up quitting instead of tolerating masochistic game mechanics.
674;Ugzpm1PcbuxHe1DypFN4AaABAg;4;Onyxia feeling!;@GiForce;2026-08-31;0;0;0;0;CAMP_A;0.5;Excitement;Nostalgic comparison to classic raid feelings like Onyxia.
675;Ugwqyyk0XtcspRvhpGx4AaABAg;4;amazing work;@obema-mf9df;2026-08-31;0;0;0;0;CAMP_A;0.4;Excitement;Complimenting the amazing work.
676;UgyAjJJJ_p7RolfF2VZ4AaABAg;4;i love albion i hope they keep improving the PvE aspect of it;@v44n7;2026-08-31;0;0;0;0;CAMP_A;0.4;Excitement;Loving the game and hoping PVE aspects keep improving.
677;Ugzwh581Cpuoo1p9KJl4AaABAg;4;มังกร;@YhaoYhaiYhao;2026-08-31;0;0;0;0;CAMP_A;0.3;Excitement;Mentioning dragons in another language.
678;UgxlonfC1T9gDGsoTZd4AaABAg;4;Solo PvE player, no luck this time.;@saulogior;2026-08-31;0;0;0;0;CAMP_B;0.4;Disappointment;Solo PVE player expressing lack of success.
679;UgzFZ12Z_Jx_9YkKUKp4AaABAg;4;we cant fınd any small dungeon  please increase the rate;@emiriko777;2026-08-31;0;0;0;0;CAMP_B;0.5;Frustration;Unable to find small dungeons and asking for spawn rate increases.
680;UgwjrvfywNCF6BQVYf14AaABAg;4;Fire Update , Keep Going;@RavexIQ;2026-08-31;0;0;0;0;CAMP_A;0.5;Excitement;Praising the update and encouraging developers to keep going.
681;UgyNBXxEiQzVcUxdsA54AaABAg;4;Very cool!  I had my first match this morning an hour or so after it opened.  It was really fun but I will say that it is unfortunate that anyone who brings in top gear, like people who have been playing for a long time, is going to win, no matter what, and take all of the things we have worked hard to gather by killing mobs.  I am not sure why it couldn’t just be that if you get knocked out, you just don’t get to finish?  Why does everything HAVE to be that the other players who killed you get to take everything you worked for?  And I know you at least keep what is equipped.  But that is a half hour plus of time just wasted imho.;@cfwphotography;2026-08-31;0;0;0;0;CAMP_B;0.6;Frustration;Full loot mechanics punish players who worked hard to gather mobs when killed by veteran players.
682;UgyB0i-m2MAiRxWQ_Gl4AaABAg;4;You created content that can be played once every hour and a half and on an open world(for no apparent reason), so large groups can camp it and make you wait another hour—good job. Have you actually been in charge of this game for a week?;@mikolajew9970;2026-08-31;0;0;0;0;CAMP_B;0.7;Anger;Creating open-world content accessible only every hour and a half allows large groups to camp it endlessly.
683;Ugx4BNkk-8EC6swXFPt4AaABAg;4;❤❤❤❤❤❤❤;@butzudo7183;2026-08-31;0;0;0;0;CAMP_A;0.4;Excitement;Heart emojis showing love for the update.
684;UgxWkcwEio6XpqF-WOZ4AaABAg;4;"Nerf iron-clad + knight armor in statics its not healthy for the game, wonder why statics are dead when theres always 8 man iron clad + nature group that u cant do anything against ;D";@VEILII;2026-08-31;0;0;0;0;CAMP_D;0.6;Frustration;Iron-clad and nature group compositions make static dungeons unplayable.
685;UgxajqDSbkH3xLkM12N4AaABAg;4;3/10 instead of making better content add more orange zones HIGH RISK HIGH REWARD i trust so damn much yes yes;@admiralHIRED;2026-08-31;0;0;0;0;CAMP_D;0.5;Frustration;Requesting high-risk high-reward orange zones instead of current content.
686;UgwVUQZSxUOQjmjDnnJ4AaABAg;4;why dragons;@Bill-Sama-Gates-Laden;2026-08-31;0;0;0;0;CAMP_E;0.3;Neutral;Questioning the thematic addition of dragons.
687;Ugw0urYrnsYSrWkPRJ94AaABAg;4;will the dragon hunter cosmetic skin eventually be sold outside of the bundle?;@spacedoggo8818;2026-08-31;0;0;0;0;CAMP_E;0.2;Neutral;Inquiring about store availability for cosmetic skins.
688;UgzZS0pJldIGxPeKrct4AaABAg;4;more pve content please.;@brnf4il;2026-08-31;0;0;0;0;CAMP_B;0.4;Disappointment;Requesting more PVE content.
689;UgwF8iC_GB0rcsjj-GV4AaABAg;4;please buff arcane;@lysis1225;2026-08-31;0;0;0;0;CAMP_D;0.4;Frustration;Requesting buffs for the arcane weapon tree.
690;UgwIc4y9q1HYs_XPwct4AaABAg;4;Верните доску достижений обратно! Bring back the achievement board!;@luc1fer990;2026-08-31;0;0;0;0;CAMP_D;0.5;Frustration;Demanding the return of the old achievement board.
691;Ugz7042FBK_v5wfFwzx4AaABAg.AaAntk466H_AaAvuRF0wov;4;Haha it was added what do you mean?;@bruh69-alb;2026-08-31;0;0;1;0;CAMP_A;0.3;Neutral;Confirming that dragon mounts were indeed added.
692;Ugz7042FBK_v5wfFwzx4AaABAg.AaAntk466H_AaAxQ_DiFDl;4;​@bruh69-albTrue, I didn't see the last video.;@IranPersian1386;2026-08-31;0;0;1;0;CAMP_E;0.2;Neutral;Admitting to missing the previous video announcement.
693;Ugzg9WEbu9ItC4OLsDh4AaABAg;4;🔥This shit has me giggling and kicking my feet, fam. 🌟;@common_cross;2026-08-31;0;0;0;0;CAMP_A;0.6;Excitement;Expressing extreme excitement over the update trailer.
694;Ugw1umJ0P03z8RRrxKB4AaABAg;4;server latam;@daropy5928;2026-08-31;0;0;0;0;CAMP_E;0.2;Neutral;Mentioning the Latin America server.
695;UgyHadCozi6q2kuMQqF4AaABAg;4;今すぐ深淵の様にいつでも入れる入り口を作るべきだ もしくは深淵を消して入れ替えるかだ;@nollieb1;2026-08-31;0;0;0;0;CAMP_B;0.6;Frustration;Demanding instant access entrances similar to the Mists.
696;UgztMyOXHs-MwZuLusd4AaABAg;4;seems like that day on 11.11.2011 when skyrim was launched xD;@bharati2022ANB;2026-08-31;0;0;0;0;CAMP_A;0.5;Excitement;Comparing the hype to Skyrim's launch day.
697;Ugxp0lDSTALxzOXsl9d4AaABAg;4;Albion Online: Cataclysm;@xnet-pvzok728;2026-08-31;0;0;0;0;CAMP_A;0.4;Excitement;Subtitling the game as Cataclysm.
698;UgzWiwLPAu-8N6fEEC14AaABAg;4;gg;@Hero-fm6hx;2026-08-31;0;0;0;0;CAMP_A;0.2;Excitement;Good game expression.
699;UgwbsunfdFFM3a1r3ZJ4AaABAg.AaAiHgvN-soAaBD0tMZ6FF;4;They are perfect this way;@GlacierClaw02;2026-08-31;0;0;1;0;CAMP_C;0.3;Neutral;Asserting that current portal implementations are already perfect.
700;UgwbsunfdFFM3a1r3ZJ4AaABAg.AaAiHgvN-soAaGZsdrUVQD;4;​@albiononlineofficial how are duo players supposed to compete against a trio in the ancient lands?;@andrejmedved4653;2026-09-02;0;0;1;0;CAMP_B;0.5;Frustration;Questioning how duo players are expected to compete against trios in the Ancient Lands.
701;Ugzk2ZwF-tW8ae-lyzR4AaABAg;4;Just add a marine update too, and all the players will be happy 👉👈;@True_Guy---0;2026-08-31;0;0;0;0;CAMP_A;0.4;Excitement;Suggesting a marine update to make everyone happy.
702;Ugz01iwNnIsYIdPiq6h4AaABAg;4;Damn I'm speechless W SBI;@cosmicxos;2026-08-31;0;0;0;0;CAMP_A;0.5;Excitement;Speechless praise for the developers.
703;UgzIloKf2l1NgZ29hCx4AaABAg;4;Maybe a reason to come back to the game;@sta1n-1;2026-08-31;0;0;0;0;CAMP_E;0.3;Neutral;Consideration of returning to the game.
704;Ugx-TTQ14e7fUMHCrOx4AaABAg;4;Just Wonderful moment!!;@오션뷰노마드;2026-08-31;0;0;0;0;CAMP_A;0.5;Excitement;Praising a wonderful moment.
705;Ugzvt6CAXmrxotS2axh4AaABAg;4;The dragón are sleeping in america :(;@chikoterryx;2026-08-31;0;0;0;0;CAMP_A;0.3;Neutral;Joking that dragons are sleeping in America.
706;Ugz5TPp-bNZ3DnPbXEx4AaABAg;4;I really like the new Skywars;@manelvidiella8004;2026-08-31;0;0;0;0;CAMP_A;0.4;Excitement;Expressing enjoyment of the new mode.
707;UgzOivylm0_xSty_wgZ4AaABAg;4;great i love it but where are the vampires :D;@efialafi6986;2026-08-31;0;0;0;0;CAMP_A;0.4;Excitement;Loving the update while playfully asking for vampires next.
708;Ugxqo5g5zrdgOZ-AuxN4AaABAg;4;Let's go ,friends ! :);@vyktorzhuravlev8304;2026-08-31;0;0;0;0;CAMP_A;0.4;Excitement;Friendly call to action for friends.
709;UgwjhVfFB_HsUbZmLed4AaABAg;4;buff spear;@PainAndDarknessTV;2026-08-31;0;0;0;0;CAMP_D;0.3;Frustration;Requesting buffs for spears.
710;UgzSBc4py4w58AzpNal4AaABAg.AaAWcT8gIjZAaAkfmjxZZZ;4;still the best MMORPG on planet earth;@gani4219;2026-08-31;0;0;1;0;CAMP_A;0.5;Excitement;Reaffirming that it is still the best MMORPG on earth.
711;UgzSBc4py4w58AzpNal4AaABAg.AaAWcT8gIjZAaAl76YMTz1;4;Not until they don't care solo players;@Princecrusher;2026-08-31;0;0;1;0;CAMP_B;0.4;Disappointment;Qualifying praise by noting developers still do not care about solo players.
712;Ugww5u6QY_dlMNeVN7p4AaABAg;4;sick;@nitrostealth6;2026-08-31;0;0;0;0;CAMP_A;0.3;Excitement;Brief expression of approval.
713;UgxaWUx2CspcdxQSEal4AaABAg;4;As a Ganker I'm ready to Gank you all 😈😋🍴;@GodX-io8hi;2026-08-31;0;0;0;0;CAMP_C;0.6;Excitement;Gankers embracing their role and getting ready to hunt players down.
714;UgxkEo_roK4WS-DwPD14AaABAg;4;Damn, is this WoW?;@georgepp98;2026-08-31;0;0;0;0;CAMP_E;0.3;Neutral;Comparing the game's aesthetic to World of Warcraft.
715;Ugy8n1s3VShLrLMHObZ4AaABAg;4;The fire dragon, my fate. He is awakened.;@rishimasu;2026-08-31;0;0;0;0;CAMP_A;0.4;Excitement;Dramatic flair celebrating the fire dragon awakening.
716;UgzMuSsT9yehbHbsAhd4AaABAg;4;İp caps ruined the game;@MrBeful;2026-08-31;0;0;0;0;CAMP_D;0.5;Frustration;IP caps ruined the game experience.
717;UgyX0dDN_yjtD_Yyezp4AaABAg.AaASpy8rqzAAaAX4OQFRDL;4;High reward = High risk.  What do you want, to safely get a 2300 IP weapon to use against newbies in YZ and Faction Warfare?;@rayhawkeye816;2026-08-31;0;0;1;0;CAMP_C;0.5;Anger;Defending high risk and high reward mechanics against players wanting safe high-IP weapons.
718;UgyX0dDN_yjtD_Yyezp4AaABAg.AaASpy8rqzAAaC5i8SjxVj;4;@rayhawkeye816 nope, depths farming, too see more build variety, to have something worth doing and investing in... imagine your armors and weapons are at 120/120... youre bored and got nothing else to really do except build wealth/spend it on what??? skins you don't have/like? crafting you dont do/care about? awakened weapons starts opening up unique builds and a lot of ppl dont even prog a weapon, especially min/max... and thats the  goal min/max, you aren't going to max your 5.4 item, you get  it to a spot you stop at cause its good enough and isnt worth investing more into... i want to get a 8.4 masterpiece and max it... literal best-in-slot, it'd give me something to do....;@x_Casey;2026-09-01;0;0;1;0;CAMP_D;0.6;Frustration;End-game players want depths farming, build variety, and gear progression to max out masterpiece items for meaningful endgame goals.
719;UgyVSLzNCBztovsY0Qh4AaABAg;4;Man who mixed the audio on this trailer, it's wayy to bass-y 💀;@AltumDolor;2026-08-31;0;0;0;0;CAMP_D;0.4;Disappointment;Complaining about overly bass-heavy trailer audio mixing.
720;Ugy3Chr_FDiSkuFxEH94AaABAg.AaASRj8bqYeAaAZOfCwaau;4;nice joke, they hate solo players;@sawris7294;2026-08-31;0;0;1;0;CAMP_B;0.4;Frustration;Reiterating that developers genuinely hate solo players.
721;Ugz8963fAL0S91jL0OR4AaABAg.AaASASxbT8PAaM7GOBNLJo;4;Bro i wish to be in your place, it was so fun to start when you don't know anything about the game. (Playing since 2018 with breaks :));@W4Sp1e;2026-09-04;0;0;1;0;CAMP_E;0.3;Excitement;Nostalgic veteran wishing they could experience being a clueless beginner again.
722;UgwsfFL8RwPJedqAsQ54AaABAg;4;Let's Go;@DarkLordOfTheVoid;2026-08-31;0;0;0;0;CAMP_A;0.4;Excitement;Simple Hype expression.
723;UgzXiSsCrieW-hT1L-14AaABAg;4;This update is 🔥;@LazT11;2026-08-31;0;0;0;0;CAMP_A;0.5;Excitement;The update is fire.
724;Ugy_dk5EaGDBU-Wa97Z4AaABAg.AaAQpWiEilvAaARpjCBVXy;4;Omg you solo players always complain stfu;@eldornellthompson5736;2026-08-31;0;0;1;0;CAMP_C;0.6;Anger;Telling solo players to stop complaining.
725;Ugyj2PSpKKdRuytkTgZ4AaABAg.AaAQoW_f1P3AaASIpr4AGY;4;not even remotely close. a mammy has value because its used to make more money;@Ti4ted12;2026-08-31;0;0;1;0;CAMP_D;0.3;Neutral;Clarifying that mammoths hold economic value because they help make more money unlike cosmetic mounts.
726;UgwonayeKGP0DBrJWEx4AaABAg;4;Dragons 😮 we should have seen it coming 😂;@terminallychill3444;2026-08-31;0;0;0;0;CAMP_A;0.4;Excitement;Amused realization that dragons were predictable additions.
727;UgzQXbX8C5pa35Ozr6t4AaABAg.AaAQX1p4dENAaARiZjNGQh;4;@juliluigi7884  Rats are gonna be all over there with guilds wanting to control. If you think about it the maps are a perfect way to camp for people.;@ChrisyBR;2026-08-31;0;0;1;0;CAMP_B;0.5;Frustration;Rats and guilds will easily camp and control map entrances.
728;UgzQXbX8C5pa35Ozr6t4AaABAg.AaAQX1p4dENAaARx6JRo1A;4;haven't played in some years and thought the same. Awesome update, but solo players, for the most part, ain't sniffing this content.;@EvilSausage67;2026-08-31;0;0;1;0;CAMP_B;0.4;Disappointment;Returning veterans noticing that the update looks awesome, but solo players still won't be able to experience it.
729;Ugw0w5tJtLKuOsSwRZR4AaABAg;5;Eba iyilik meleklerine denk gelmişsin resmen dünyada varmıymış böyle insanlar hayret ettim;@serad-hl5pe;2026-09-09;64;0;0;64;CAMP_A;0.6;Excitement;The creator miraculously ran into kind strangers who saved him from the gankers.
730;UgwhjeCdjYKY3IiHEBF4AaABAg;5;Reconoce a un héroe solo con verlo;@kevindavidpadillaguzman2889;2026-09-09;34;1;1;36;CAMP_A;0.5;Excitement;You can recognize a true hero just by looking at them.
731;Ugzp-ibNwAkwzuN4eiB4AaABAg;5;Adam olmasa gitmişti set. İyi kurtarmis seni valla.;@enginduman-e7b;2026-09-09;19;2;1;23;CAMP_A;0.7;Excitement;If those other players hadn't stepped in, the expensive 8.4 set would have been completely lost.
732;UgzLH0S39lx2pmz902t4AaABAg;5;Ulan back to back girince alayını kesicen zannettim;@TogashiXTogashii;2026-09-09;17;0;0;17;CAMP_B;0.5;Disappointment;When the action started rolling back to back, I genuinely thought you were going to turn around and slaughter all of them.
733;Ugzi1SW4mSsXyrlPF5N4AaABAg;5;You could kill all of them bro with the 2 randoms;@tariqelaadlli7669;2026-09-09;3;3;1;9;CAMP_B;0.6;Excitement;You easily could have killed all of those gankers with the help of the two random players.
734;Ugzp-ibNwAkwzuN4eiB4AaABAg.AaXcswSKq1iAaXj-2uD8On;5;Hakkini verdik ama;@EBADEYBAC;2026-09-09;5;0;1;5;CAMP_A;0.4;Excitement;We truly lived up to the moment.
735;UgwOK6qdDo8liHn_xvR4AaABAg;5;"Sende ki kalp atışını hissediyorum. (;";@muhammedemingocgun;2026-09-09;4;1;1;6;CAMP_D;0.5;Excitement;I can literally feel your heartbeat racing through the screen.
736;Ugyxwju2yY3W3ZFNyJF4AaABAg;5;abi dalsan hepsi ölüymüş bu arada;@inosuke9949;2026-09-09;3;1;1;5;CAMP_B;0.5;Excitement;Brother, if you had engaged, all of them were basically dead for the taking.
